PERMIT NUMBER,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,PAYMENT DATE,ADDRESS,ADDRESS NUMBER START,ADDRESS NUMBER,STREET DIRECTION,STREET,STREET TYPE,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE,LOCATION
1133358,254059,1,"ILLINOIS-SOUTHPORT,INC.",JULIUS MEINL,06/11/2018,12/01/2018,06/11/2018,3601 N SOUTHPORT AVE,3601,3601,N,SOUTHPORT,AVE,CHICAGO,IL,60613,44,13,44-13,19,41.947161157,-87.663870702,"(41.947161157127624, -87.66387070218636)"
1133345,322493,1,"SAGE RESTAURANT MANAGER, LLC",BLACKSTONE HOTEL,06/11/2018,12/01/2018,06/11/2018,636-638 S MICHIGAN AVE,636,636-638,S,MICHIGAN,AVE,CHICAGO,IL,60605,42,49,42-49,1,41.873659257,-87.624359498,"(41.873659257025864, -87.62435949812338)"
1133286,361027,1,GOOD MEASURE LLC,GOOD MEASURE,06/11/2018,12/01/2018,06/11/2018,226 W CHICAGO AVE,226,226,W,CHICAGO,AVE,CHICAGO,,60654,27,28,27-28,18,41.89669751,-87.635359312,"(41.89669751034979, -87.63535931178352)"
1132435,393820,1,"ENJOY ONE, INC.",SABA ITALIAN BAR & KITCHEN,04/11/2018,12/01/2018,04/10/2018,2715 N MILWAUKEE AVE,2715,2715,N,MILWAUKEE,AVE,CHICAGO,,60647,35,17,35-17,14,41.930605133,-87.709689368,"(41.930605133145264, -87.70968936811575)"
1133765,9387,1,"BRETT'S, INC.",ORANGE ON ROSCOE,06/08/2018,12/01/2018,06/08/2018,2011 W ROSCOE ST,2011,2011,W,ROSCOE,ST,CHICAGO,IL,60618,32,15,32-15,19,41.943102228,-87.67892832,"(41.94310222783471, -87.67892832012319)"
1133582,307,1,"LEADWAY LIQUORS, INC.",LEADWAY LIQUORS & CAFE,06/08/2018,12/01/2018,06/08/2018,5233 N DAMEN AVE,5233,5233,N,DAMEN,AVE,CHICAGO,IL,60625,40,23,40-23,20,41.976988998,-87.679283872,"(41.976988997832365, -87.67928387238668)"
1133581,7318,2,CHECKERBOARD PRODUCTIONS INC,BUDDY GUY'S LEGENDS,06/08/2018,12/01/2018,06/08/2018,700 S WABASH AVE,700,700,S,WABASH,AVE,CHICAGO,IL,60605,4,18,4-18,1,41.873059617,-87.626111588,"(41.87305961703914, -87.62611158755108)"
1133490,406307,1,"LUCHA COFFEE, LLC",DAMN FINE COFFEE BAR,06/08/2018,12/01/2018,06/08/2018,3317 W ARMITAGE AVE,3317,3317,W,ARMITAGE,AVE,CHICAGO,IL,60647,26,14,26-14,14,41.917242821,-87.711007063,"(41.917242821418085, -87.71100706313331)"
1133343,407400,1,CORONAS CAFE INC.,CORONAS CAFE INC.,06/08/2018,12/01/2018,06/08/2018,909 W IRVING PARK RD,909,909,W,IRVING PARK,RD,CHICAGO,IL,60613,46,5,46-5,19,41.95440629,-87.652542752,"(41.954406290026775, -87.65254275177026)"
1132736,4461,2,"CAFE #10, INC.",CAFE #10,06/01/2018,12/01/2018,04/27/2018,2625 N HARLEM AVE,2625,2625,N,HARLEM,AVE,CHICAGO,IL,60707,29,15,29-15,25,41.927927019,-87.806246035,"(41.927927018691754, -87.80624603489264)"
1132454,403667,1,"3335 HOSPITALITY, LLC",CODA DI VOLPE,05/21/2018,12/01/2018,04/26/2018,3335 N SOUTHPORT AVE,3335,3335,N,SOUTHPORT,AVE,CHICAGO,IL,60657,44,9,44-9,19,41.942616105,-87.663748078,"(41.9426161054227, -87.6637480783506)"
1133163,388731,2,"LITTLE GEM HOSPITALITY GROUP, INC",SALERO,05/11/2018,12/01/2018,05/11/2018,621-623 W RANDOLPH ST,621,621-623,W,RANDOLPH,ST,CHICAGO,IL,60661,42,21,42-21,1,41.884320093,-87.643689723,"(41.88432009326192, -87.64368972279748)"
1133119,410968,1,"SMALL RESTAURANT COMPANY, LLC",KALISH,05/11/2018,12/01/2018,04/30/2018,1311-1313 W WILSON AVE,1311,1311-1313,W,WILSON,AVE,CHICAGO,IL,60640,46,42,46-42,19,41.965216467,-87.662924868,"(41.965216466865144, -87.66292486800337)"
1133082,392906,4,"FOXTROT VENTURES, INCORPORATED",THE MARKET BY FOXTROT,05/11/2018,12/01/2018,05/11/2018,114 W CHICAGO AVE,114,114,W,CHICAGO,AVE,CHICAGO,,60654,2,41,2-41,18,41.896737051,-87.631833762,"(41.8967370512094, -87.63183376158445)"
1133077,415726,1,"PORFIRIO D.F., LLC",LONGACRE CHICAGO/LONGACRE PIZZA BOX,05/11/2018,12/01/2018,04/30/2018,1303-1309 W WILSON AVE,1303,1303-1309,W,WILSON,AVE,CHICAGO,IL,60640,46,42,46-42,19,41.965218145,-87.662585553,"(41.96521814498499, -87.66258555303558)"
1133074,6472,1,"FLOWER DRUM, INC.",MY THAI - TAKUMI RESTAURANT,05/11/2018,12/01/2018,05/11/2018,555 W MADISON ST,555,555,W,MADISON,ST,CHICAGO,IL,60661,42,69,42-69,1,41.881737516,-87.641808025,"(41.88173751621169, -87.6418080251031)"
1132826,373653,1,15 HUBBARD LLC,EL HEFE,05/11/2018,12/01/2018,05/10/2018,15 W HUBBARD ST,15,15,W,HUBBARD,ST,CHICAGO,IL,60654,42,55,42-55,18,41.889946197,-87.628589306,"(41.889946196683894, -87.62858930629194)"
1132744,405869,1,"KARMIC BOND GROUP, INC",EARTH'S KITCHEN,05/11/2018,12/01/2018,05/11/2018,3715-3717 N HALSTED ST,3715,3715-3717,N,HALSTED,ST,CHICAGO,IL,60613,46,24,46-24,19,41.949557061,-87.649409296,"(41.94955706078413, -87.64940929621272)"
1132570,368785,1,MI YAMA L.L.C,FULTON MARKET CO.,05/11/2018,12/01/2018,05/11/2018,205-209 N PEORIA ST,205,205-209,N,PEORIA,ST,CHICAGO,IL,60607,27,1,27-1,12,41.885815039,-87.649667266,"(41.88581503908056, -87.64966726646823)"
1132015,294900,3,"PIE CAFE, LLC","Pie Cafe, LLC",05/11/2018,12/01/2018,04/25/2018,4664 N MANOR AVE,4664,4664,N,MANOR,AVE,CHICAGO,IL,60625,33,7,33-7,17,41.966157929,-87.701205631,"(41.966157928904785, -87.70120563065224)"
1133162,3784,1,NOOKIES TREE LIMITED,NOOKIES TREE LTD,05/10/2018,12/01/2018,05/09/2018,3334 N HALSTED ST,3334,3334,N,HALSTED,ST,CHICAGO,IL,60657,44,42,44-42,19,41.942814488,-87.649508125,"(41.94281448841558, -87.64950812514198)"
1133156,11179,1,NOOKIES ON WELLS INC,NOOKIES ON WELLS INC,05/10/2018,12/01/2018,05/09/2018,1746 N WELLS ST,1746,1746,N,WELLS,ST,CHICAGO,IL,60614,43,4,43-4,18,41.914218842,-87.634951824,"(41.914218841678505, -87.63495182369267)"
1133149,362776,1,"825 W. FULTON, LLC",PUBLICAN QUALITY MEATS,05/10/2018,12/01/2018,05/09/2018,825 W FULTON MARKET,825,825,W,FULTON MARKET,,CHICAGO,IL,60607,27,1,27-1,12,41.886677454,-87.648609812,"(41.886677453971, -87.64860981183432)"
1132729,330764,9,CHURRO FACTORY INCORPORATED,CHURRO FACTORY,05/10/2018,12/01/2018,05/10/2018,3755 W ARMITAGE AVE,3755,3755,W,ARMITAGE,AVE,CHICAGO,IL,60647,26,15,26-15,25,41.917117394,-87.721445018,"(41.91711739401661, -87.72144501827158)"
1132727,330764,1,CHURRO FACTORY INCORPORATED,CHURRO FACTORY INC,05/10/2018,12/01/2018,05/10/2018,2214 S WOLCOTT AVE,2214,2214,S,WOLCOTT,AVE,CHICAGO,IL,60608,25,15,25-15,10,41.851726995,-87.673525268,"(41.85172699473014, -87.67352526774295)"
1132411,375640,1,"AH-HA CHOCOLATES, FUDGE & ICE CREAM CORP.",KILWINS CHOCOLATES & FUDGE,05/10/2018,12/01/2018,05/10/2018,5226-28 S HARPER AVE,5226,5226-28,S,HARPER,AVE,CHICAGO,IL,60615,4,47,4-47,2,41.80012851,-87.589209883,"(41.80012851019524, -87.58920988297274)"
1132370,373179,2,THE 823 PROJECT LLC,SUSHI DOKKU,05/10/2018,12/01/2018,05/02/2018,823 W RANDOLPH ST,823,823,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.884280843,-87.64845424,"(41.884280843147536, -87.64845423958646)"
1131623,207577,1,"MITCH'S & JANINA RESTAURANT, INC.",JANINA'S DELI,05/10/2018,12/01/2018,05/08/2018,1012 N WESTERN AVE,1012,1012,N,WESTERN,AVE,CHICAGO,IL,60622,26,1,26-1,12,41.899833872,-87.687096157,"(41.89983387207676, -87.68709615660384)"
1131510,313994,2,"325 S FRANKLIN, LLC",THE FRANKLIN TAP,05/10/2018,12/01/2018,03/21/2018,325 S FRANKLIN ST,325,325,S,FRANKLIN,ST,CHICAGO,IL,60606,42,49,42-49,1,41.877489075,-87.635044708,"(41.87748907498243, -87.63504470794305)"
1131645,396367,1,"THE GODDESS AND BAKER WABASH, LLC",GODDESS AND THE BAKER,03/23/2018,12/01/2018,05/09/2018,33 S WABASH AVE,33,33,S,WABASH,AVE,CHICAGO,IL,60603,42,9,42-9,1,41.881243983,-87.626038288,"(41.881243983365586, -87.6260382875614)"
1131174,278781,2,"RAVENSWOOD STATION BAR & GRILL, INC.",RAVENSWOOD STATION BAR & GRILL,03/22/2018,12/01/2018,03/19/2018,4709 N DAMEN AVE,4709,4709,N,DAMEN,AVE,CHICAGO,IL,60625,47,36,47-36,19,41.967202638,-87.678994885,"(41.967202638498534, -87.67899488456266)"
1133104,392906,2,"FOXTROT VENTURES, INCORPORATED",THE MARKET BY FOXTROT,05/09/2018,12/01/2018,05/08/2018,1019 W LAKE ST,1019,1019,W,LAKE,ST,CHICAGO,IL,60607,27,57,27-57,12,41.885458941,-87.652981553,"(41.88545894059186, -87.6529815530546)"
1133081,392906,5,"FOXTROT VENTURES, INCORPORATED",THE MARKET BY FOXTROT,05/09/2018,12/01/2018,05/08/2018,1722 W DIVISION ST,1722,1722,W,DIVISION,ST,CHICAGO,,60622,1,21,1-21,14,41.90339795,-87.671030628,"(41.90339795037629, -87.67103062839013)"
1132480,425293,1,RAMEN FULTON MARKET LLC,RAMEN-SAN,05/09/2018,12/01/2018,05/08/2018,219 N GREEN ST,219,219,N,GREEN,ST,CHICAGO,,60607,27,45,27-45,12,41.886282117,-87.64851478,"(41.88628211684129, -87.64851477973815)"
1132471,311222,1,MOLLY'S CUPCAKES LLC,MOLLY'S CUPCAKES LLC,05/09/2018,12/01/2018,04/11/2018,2536-2538 N CLARK ST,2536,2536-2538,N,CLARK,ST,CHICAGO,IL,60614,43,33,43-33,19,41.928732695,-87.642510517,"(41.928732694569064, -87.64251051720782)"
1132449,14194,1,STANDING ROOM ONLY CHICAGO,STANDING ROOM ONLY CHICAGO,05/09/2018,12/01/2018,05/09/2018,610 S DEARBORN ST,610,610,S,DEARBORN,ST,CHICAGO,IL,,4,54,4-54,1,41.87432705,-87.62935648,"(41.8743270495379, -87.62935647953225)"
1131719,6787,1,SOUTH SIDE FOOD & LIQUOR INC.,The Bar on Buena,05/09/2018,12/01/2018,04/03/2018,910 W BUENA AVE,910,910,W,BUENA,AVE,CHICAGO,IL,60613,46,25,46-25,19,41.958550898,-87.653520049,"(41.958550897849705, -87.65352004893188)"
1133188,347242,1,"ENTERTAINMENT FOOD SERVICE II, INC.",MAMA MILANO,05/08/2018,12/01/2018,05/08/2018,1419 N WELLS ST,1419,1419,N,WELLS,ST,CHICAGO,IL,,27,54,27-54,18,41.908246419,-87.634473828,"(41.908246419331995, -87.63447382820705)"
1133187,413832,1,MARGARITA GOLD INC,CASA MARGARITA,05/08/2018,12/01/2018,05/07/2018,505 N LAKE SHORE DR,505,505,N,LAKE SHORE,DR,CHICAGO,,,42,11,42-11,18,41.891279293,-87.614107533,"(41.89127929349215, -87.61410753333017)"
1133121,8063,1,THE SHAMROCK CLUB,THE SHAMROCK CLUB,05/08/2018,12/01/2018,05/08/2018,210 W KINZIE ST,210,210,W,KINZIE,ST,CHICAGO,IL,60610,42,14,42-14,18,41.889270361,-87.634505986,"(41.88927036095621, -87.63450598645791)"
1133115,292824,1,AGAMI  INC.,AGAMI JAPANESE RESTAURANT,05/08/2018,12/01/2018,05/08/2018,4706-12 N BROADWAY,4706,4706-12,N,BROADWAY,,CHICAGO,IL,,46,40,46-40,19,41.967350878,-87.658885489,"(41.967350878225375, -87.65888548941726)"
1133039,408601,1,Zanzibar Cafe LLC,Zanzibar Cafe,05/08/2018,12/01/2018,05/07/2018,1036 W BRYN MAWR AVE,1036,1036,W,BRYN MAWR,AVE,CHICAGO,IL,60660,48,15,48-15,20,41.983791991,-87.656681786,"(41.98379199076396, -87.65668178631915)"
1133035,210982,1,B & Y INC,CAFE SUSHI-WELLS,05/08/2018,12/01/2018,05/07/2018,1342 N WELLS ST,1342,1342,N,WELLS,ST,CHICAGO,IL,60610,2,30,2-30,18,41.906926209,-87.634729782,"(41.906926209071756, -87.63472978194264)"
1132933,17492,1,"MADELINE KHAN, LTD.",VINCENT,05/08/2018,12/01/2018,05/08/2018,1475 W BALMORAL AVE,1475,1475,W,BALMORAL,AVE,CHICAGO,IL,60640,48,43,48-43,20,41.979744137,-87.667737592,"(41.979744137415764, -87.6677375923677)"
1132874,383245,1,CASA YARI INC.,CASA YARI,05/08/2018,12/01/2018,05/08/2018,3268 W FULLERTON AVE,3268,3268,W,FULLERTON,AVE,CHICAGO,IL,60647,35,25,35-25,14,41.924796325,-87.710120679,"(41.92479632473597, -87.71012067917576)"
1132795,400631,1,MORTAR AND PESTLE LLC,MORTAR AND PESTLE,05/08/2018,12/01/2018,05/08/2018,3108 N BROADWAY,3108,3108,N,BROADWAY,,CHICAGO,IL,60657,44,21,44-21,19,41.937939792,-87.644476817,"(41.937939792358364, -87.64447681700325)"
1132716,340905,1,"SABOR A MI, INC",NANA,05/08/2018,12/01/2018,05/08/2018,3267 S HALSTED ST,3267,3267,S,HALSTED,ST,CHICAGO,IL,60608,11,40,11-40,9,41.834421877,-87.646047304,"(41.83442187728667, -87.64604730385813)"
1132414,336518,1,"ROOTSTOCK WINE & BEER BAR, LLC",ROOTSTOCK WINE & BEER BAR,05/08/2018,12/01/2018,05/07/2018,954 N CALIFORNIA AVE,954,954,N,CALIFORNIA,AVE,CHICAGO,IL,60622,26,48,26-48,12,41.899099712,-87.696933299,"(41.89909971202615, -87.69693329902871)"
1132295,405565,1,"BOATHOUSE RESTAURANTS, LLC",SPLIT-RAIL,05/08/2018,12/01/2018,05/07/2018,2500 W CHICAGO AVE,2500,2500,W,CHICAGO,AVE,CHICAGO,IL,60622,26,1,26-1,12,41.895825283,-87.689371316,"(41.89582528321707, -87.68937131568885)"
1132254,86724,2,LE BORDEAUX NORTH INC.,KIKI'S BISTRO,05/08/2018,12/01/2018,05/07/2018,900 N FRANKLIN ST,900,900,N,FRANKLIN,ST,CHICAGO,IL,60610,27,28,27-28,18,41.898997994,-87.635920673,"(41.89899799424835, -87.63592067312285)"
1131555,376913,1,BARTOLI'S PIZZERIA CORP,BARTOLI'S PIZZERIA,05/08/2018,12/01/2018,05/08/2018,1955 W ADDISON ST,1955,1955,W,ADDISON,ST,CHICAGO,IL,60613,47,47,47-47,19,41.946758312,-87.678278499,"(41.9467583121552, -87.6782784985656)"
1133145,387519,1,"NIU 2, INC.",NIU B,05/07/2018,12/01/2018,05/04/2018,888 S MICHIGAN AVE,888,888,S,MICHIGAN,AVE,CHICAGO,IL,60605,4,37,4-37,1,41.870775489,-87.624292703,"(41.87077548860578, -87.62429270294257)"
1133142,377028,1,Hash Foods Inc.,Hash,05/07/2018,12/01/2018,05/07/2018,1357 N WESTERN AVE,1357,1357,N,WESTERN,AVE,CHICAGO,IL,60622,1,14,1-14,14,41.906520743,-87.68697283,"(41.90652074293957, -87.68697283049944)"
1133132,298838,1,EL SOLAZO INC.,EL SOLAZO,05/07/2018,12/01/2018,05/07/2018,5600 S PULASKI RD,5600,5600,S,PULASKI,RD,CHICAGO,IL,60629,13,15,13-15,8,41.791349424,-87.723255323,"(41.79134942372515, -87.72325532296887)"
1133086,27643,1,"JIM AND DINO'S, INC.",OLD 41 SALOON,05/07/2018,12/01/2018,05/07/2018,7718 W ADDISON ST,7718,7718,W,ADDISON,ST,CHICAGO,,60634,38,27,38-27,16,41.945309465,-87.820427194,"(41.9453094646909, -87.82042719380131)"
1133046,390478,1,"HOT DOG EXPRESS, LLC",HOT DOG EXPRESS,05/07/2018,12/01/2018,05/04/2018,4300 N MILWAUKEE AVE,4300,4300,N,MILWAUKEE,AVE,CHICAGO,IL,60641,45,48,45-48,16,41.958816819,-87.753081752,"(41.95881681925547, -87.75308175224446)"
1132737,89119,2,M.D.J. ALBERGA CORP,BELLA LUNA CAFE,05/07/2018,12/01/2018,05/07/2018,731 N DEARBORN ST,731,731,N,DEARBORN,ST,CHICAGO,IL,60610,2,56,2-56,18,41.895773515,-87.629610541,"(41.89577351496085, -87.62961054088532)"
1132683,387316,1,"CAFFE GELATO, INCORPORATED",CAFFE GELATO,05/07/2018,12/01/2018,05/01/2018,2034 W DIVISION ST,2034,2034,W,DIVISION,ST,CHICAGO,IL,60622,1,17,1-17,14,41.903274982,-87.678671977,"(41.9032749816711, -87.67867197653136)"
1132623,385719,1,"TURTLE HOUSE, INC.",KAMEYA,05/07/2018,12/01/2018,04/23/2018,806 W WEBSTER AVE,806,806,W,WEBSTER,AVE,CHICAGO,IL,60614,43,21,43-21,18,41.921921561,-87.648948671,"(41.92192156093315, -87.64894867084837)"
1131444,81319,1,CHICAGO - THE GRILL ON THE ALLEY LLC,THE GRILL ON THE ALLEY,05/07/2018,12/01/2018,05/07/2018,909 N MICHIGAN AVE,909,909,N,MICHIGAN,AVE,CHICAGO,IL,60611,2,35,2-35,18,41.899539028,-87.623989,"(41.89953902796158, -87.62398900032618)"
1131696,11244,1,VINCI LIMITED PARTNERSHIP,VINCI,03/23/2018,12/01/2018,05/04/2018,1732 N HALSTED ST,1732,1732,N,HALSTED,ST,CHICAGO,IL,60614,43,13,43-13,18,41.913773136,-87.648506953,"(41.913773135889954, -87.64850695298132)"
1131374,307071,1,REGGIE'S BAR & GRILL LLC,REGGIE'S BAR & GRILL,04/02/2018,12/01/2018,05/04/2018,2105 S STATE ST,2105,2105,S,STATE,ST,CHICAGO,IL,60616,3,45,3-45,1,41.854063769,-87.626960536,"(41.85406376900946, -87.6269605360631)"
1133105,330522,1,"FLACO'S TACOS, LLC","FLACO'S TACOS, LLC",05/04/2018,12/01/2018,05/03/2018,725 S DEARBORN ST,725,725,S,DEARBORN,ST,CHICAGO,IL,60605,4,54,4-54,1,41.872851667,-87.62900326,"(41.872851666650526, -87.62900326025903)"
1132873,222699,1,"VLO INVESTMENTS, INC.",FLOYD'S PUB,05/04/2018,12/01/2018,05/04/2018,1944 N OAKLEY AVE,1944,1944,N,OAKLEY,AVE,CHICAGO,IL,60647,32,14,32-14,14,41.917458568,-87.685102641,"(41.917458568356686, -87.6851026411648)"
1132824,378042,1,AT EAZE LLC,TANUKI,05/04/2018,12/01/2018,05/04/2018,3006 N SHEFFIELD AVE,3006,3006,N,SHEFFIELD,AVE,CHICAGO,IL,60657,44,27,44-27,19,41.936489034,-87.654136681,"(41.93648903398478, -87.65413668138018)"
1132742,12019,1,"GEO. NOTTOLI & SON,  INC","GEO.  NOTTOLI & SON, INC.",05/04/2018,12/01/2018,05/03/2018,7652 W BELMONT AVE,7652,7652,W,BELMONT,AVE,CHICAGO,IL,60634,38,31,38-31,16,41.938004783,-87.818654225,"(41.938004782699636, -87.81865422492125)"
1132733,285789,1,"TALBOTT ASSOCIATES, LP",20 EAST,05/04/2018,12/01/2018,04/13/2018,10-20 E DELAWARE PL,10,10-20,E,DELAWARE,PL,CHICAGO,IL,60611,42,61,42-61,18,41.899255056,-87.627834638,"(41.89925505559848, -87.62783463799146)"
1132705,424720,1,"MARISCOS EL PIRATA, INC.",LA PALAPA,05/04/2018,12/01/2018,04/26/2018,3350 N HARLEM AVE,3350,3350,N,HARLEM,AVE,CHICAGO,,60634,29,31,29-31,16,41.941242142,-87.807009257,"(41.941242141901604, -87.80700925680553)"
1132628,322025,1,DIANNA CALVENTE AND SOFIA CALVENTE,HUARACHES DONA CHIO,05/04/2018,12/01/2018,04/12/2018,1547 W ELMDALE AVE,1547,1547,W,ELMDALE,AVE,CHICAGO,IL,60660,48,42,48-42,20,41.990695067,-87.669449176,"(41.99069506671995, -87.66944917569923)"
1132416,326879,16,SUJI 1742 LLC,MANA FOOD BAR,05/04/2018,12/01/2018,05/03/2018,1742 W DIVISION ST,1742,1742,W,DIVISION,ST,CHICAGO,IL,60622,1,5,1-5,14,41.903386756,-87.671740266,"(41.903386755553484, -87.67174026586648)"
1132065,377103,1,LINKS TAPROOM LLC,LINKS TAPROOM,05/04/2018,12/01/2018,04/18/2018,1559 N MILWAUKEE AVE,1559,1559,N,MILWAUKEE,AVE,CHICAGO,IL,60622,1,8,1-8,14,41.909926112,-87.676534357,"(41.90992611156009, -87.67653435662255)"
1131997,342165,1,SIX DEGREES CHICAGO LLC,THE BAD APPLE,05/04/2018,12/01/2018,04/20/2018,4300 N LINCOLN AVE,4300,4300,N,LINCOLN,AVE,CHICAGO,IL,60618,47,8,47-8,19,41.959569988,-87.682722308,"(41.959569988122, -87.68272230750601)"
1131992,21408,1,MAO INC.,WABASH TAP,05/04/2018,12/01/2018,03/27/2018,1233 S WABASH AVE,1233,1233,S,WABASH,AVE,CHICAGO,IL,60605,3,40,3-40,1,41.866520396,-87.625663198,"(41.866520395587116, -87.62566319786642)"
1131704,308426,1,"IPSENTO, L.L.C.",IPSENTO,05/04/2018,12/01/2018,04/09/2018,2035 N WESTERN AVE,2035,2035,N,WESTERN,AVE,CHICAGO,IL,60647,32,14,32-14,14,41.918574637,-87.687295928,"(41.918574636596254, -87.68729592769105)"
1131703,390824,1,SI FU KITCHEN LLC,ALTIRO,05/04/2018,12/01/2018,05/04/2018,2116 W ROSCOE ST,2116,2116,W,ROSCOE,ST,CHICAGO,IL,60618,32,21,32-21,19,41.943287553,-87.681611813,"(41.94328755260558, -87.68161181280485)"
1132501,368009,1,BILOB INC.,PERA TURKISH KITCHEN AND BAR,04/02/2018,12/01/2018,04/02/2018,2833 N BROADWAY,2833,2833,N,BROADWAY,,CHICAGO,IL,60657,44,41,44-41,19,41.933687744,-87.644454132,"(41.93368774378592, -87.64445413171818)"
1133113,403731,1,5411 SOUTHPORT LLC,5411 EMPANADAS,05/03/2018,12/01/2018,05/03/2018,3715 N SOUTHPORT AVE,3715,3715,N,SOUTHPORT,AVE,CHICAGO,IL,60613,44,25,44-25,19,41.949364913,-87.663933122,"(41.949364912786166, -87.66393312220045)"
1133112,394452,1,5411 DIVISION LLC,5411 EMPANADAS,05/03/2018,12/01/2018,05/03/2018,1659 W DIVISION ST,1659,1659,W,DIVISION,ST,CHICAGO,IL,60622,1,2,1-2,12,41.903198242,-87.669795336,"(41.90319824225925, -87.66979533648627)"
1133036,89253,2,"SHIMURIMA, INC.",DUNKIN DONUTS,05/03/2018,12/01/2018,05/03/2018,1244 N ASHLAND AVE,1244,1244,N,ASHLAND,AVE,CHICAGO,IL,60622,1,49,1-49,14,41.904523957,-87.66767409,"(41.90452395740259, -87.66767409011773)"
1133033,89253,7,"SHIMURIMA, INC.",DUNKIN DONUTS / BASKIN ROBBINS,05/03/2018,12/01/2018,05/03/2018,1651 N WESTERN AVE,1651,1651,N,WESTERN,AVE,CHICAGO,IL,60647,32,12,32-12,14,41.911728368,-87.687110882,"(41.911728368101684, -87.68711088184462)"
1132903,17022,1,"FILONEK'S, INC",FILONEK'S,05/03/2018,12/01/2018,05/03/2018,6213 N MILWAUKEE AVE,6213,6213,N,MILWAUKEE,AVE,CHICAGO,IL,,39,51,39-51,16,41.994189526,-87.784689486,"(41.99418952580172, -87.78468948624445)"
1132783,269560,1,"4359-61 N. MILWAUKEE, INC.",HOPS AND BARLEY,05/03/2018,12/01/2018,05/02/2018,4359-61 N MILWAUKEE AVE,4359,4359-61,N,MILWAUKEE,AVE,CHICAGO,IL,60641,45,26,45-26,16,41.960360187,-87.754066274,"(41.96036018734975, -87.75406627395743)"
1132688,387698,1,SIX CORNERS BISTRO INC,RAY'S ROUND UP BAR-GRILL,05/03/2018,12/01/2018,05/03/2018,3930 N CICERO AVE,3930,3930,N,CICERO,AVE,CHICAGO,IL,60641,45,16,45-16,16,41.952518561,-87.747439731,"(41.952518560711454, -87.74743973075442)"
1132680,355654,1,ELECTRIC BOOGALOO LLC,FLACO'S TACOS,05/03/2018,12/01/2018,05/02/2018,46 E CHICAGO AVE,46,46,E,CHICAGO,AVE,CHICAGO,IL,60611,42,32,42-32,18,41.896811306,-87.626448803,"(41.89681130646016, -87.6264488028737)"
1132278,64582,2,ARTURO COFFEE INC,ARTURO EXPRESS,05/03/2018,12/01/2018,05/02/2018,130 S CANAL ST,130,130,S,CANAL,ST,CHICAGO,IL,,42,,42-,,41.879616268,-87.639764523,"(41.87961626801739, -87.63976452343368)"
1132009,14172,1,"LIZZIE MCNEILL'S, INC.",LIZZIE MC NEILLS,05/03/2018,12/01/2018,03/28/2018,400 N MCCLURG CT,400,400,N,MCCLURG,CT,CHICAGO,IL,60611,42,54,42-54,18,41.889118473,-87.617754877,"(41.88911847301037, -87.61775487651728)"
1131991,16167,2,SOUP BOX INC,ICEBOX,05/03/2018,12/01/2018,03/27/2018,2943 N BROADWAY,2943,2943,N,BROADWAY,,CHICAGO,IL,60657,44,23,44-23,19,41.936191259,-87.644119265,"(41.936191258669915, -87.64411926480847)"
1126447,405415,1,"1600 N. MILWAUKEE VENTURES, LLC",THE ROBEY,03/23/2017,12/01/2018,03/21/2017,1600 N MILWAUKEE AVE,1600,1600,N,MILWAUKEE,AVE,CHICAGO,IL,60647,2,2,2-2,14,41.910436799,-87.677761021,"(41.91043679855338, -87.67776102073448)"
1133116,329635,1,JAIPUR FOODS CORP.,JAIPUR,05/02/2018,12/01/2018,04/25/2018,847 W RANDOLPH ST,847,847,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.884266367,-87.649271468,"(41.88426636711742, -87.64927146811964)"
1132827,353166,1,Bombay Wraps Co,Bombay Wraps,05/02/2018,12/01/2018,05/02/2018,122 N WELLS ST,122,122,N,WELLS,ST,CHICAGO,IL,60606,42,9,42-9,1,41.883812772,-87.634021928,"(41.883812772281566, -87.6340219280194)"
1132743,289871,1,ALHAMBRA PALACE RESTAURANT LLC,ALHAMBRA PALACE RESTAURANT,05/02/2018,12/01/2018,05/01/2018,1240 W RANDOLPH ST,1240,1240,W,RANDOLPH,ST,CHICAGO,IL,60607,27,33,27-33,12,41.884327802,-87.658457243,"(41.884327801685764, -87.65845724300314)"
1132451,8649,2,29 WEST HUBBARD CORPORATION,O'CALLAGHAN'S,05/02/2018,12/01/2018,05/02/2018,29 W HUBBARD ST,29,29,W,HUBBARD,ST,CHICAGO,IL,60610,42,55,42-55,18,41.889937519,-87.629092175,"(41.889937518511736, -87.62909217502623)"
1132418,329367,2,BLUE SKY INN NFP,Blue Sky Bakery & Cafe,05/02/2018,12/01/2018,05/01/2018,3720 N LINCOLN AVE,3720,3720,N,LINCOLN,AVE,CHICAGO,IL,60613,47,27,47-27,19,41.949356857,-87.67558137,"(41.94935685725333, -87.6755813699831)"
